task_type,task_id,task,policy,repeat,seed,example_id,example_task,cosine,example_length,example_chars,same_object,same_operation,same_destination
state_change_task,test_task212,Turn on all tvs,random,0,5950290997440925374,example_task81,Turn off all candles,0.4064347445964813,6,225,0,0,
state_change_task,test_task212,Turn on all tvs,random,1,2594937143297645173,example_task4,Turn on all faucets,0.48697182536125183,4,157,0,1,
state_change_task,test_task212,Turn on all tvs,random,2,10343096360650705055,example_task81,Turn off all candles,0.4064347445964813,6,225,0,0,
state_change_task,test_task212,Turn on all tvs,fixed,0,,example_task81,Turn off all candles,0.4064347445964813,6,225,0,0,
state_change_task,test_task212,Turn on all tvs,none,0,,,,,0,0,,,
state_change_task,test_task213,Turn off all tablelamps,semantic,0,,example_task76,Turn on all tablelamps,0.9095948934555054,6,242,1,0,
state_change_task,test_task213,Turn off all tablelamps,random,0,4438716639172063241,example_task21,Turn off all cellphones,0.45363759994506836,8,315,0,1,
state_change_task,test_task213,Turn off all tablelamps,random,1,16964951041118346864,example_task13,Turn off all faucets,0.45084327459335327,4,160,0,1,
state_change_task,test_task213,Turn off all tablelamps,random,2,13803214213235031627,example_task12,Turn on all computers,0.29659849405288696,4,169,0,0,
state_change_task,test_task213,Turn off all tablelamps,fixed,0,,example_task81,Turn off all candles,0.4964370131492615,6,225,0,1,
state_change_task,test_task213,Turn off all tablelamps,none,0,,,,,0,0,,,
state_change_task,test_task214,Turn off all tablelamps,semantic,0,,example_task76,Turn on all tablelamps,0.9095948934555054,6,242,1,0,
state_change_task,test_task214,Turn off all tablelamps,random,0,14182262791735416536,example_task13,Turn off all faucets,0.45084327459335327,4,160,0,1,
state_change_task,test_task214,Turn off all tablelamps,random,1,241161867790795462,example_task81,Turn off all candles,0.4964370131492615,6,225,0,1,
state_change_task,test_task214,Turn off all tablelamps,random,2,4738550735800425293,example_task81,Turn off all candles,0.4964370131492615,6,225,0,1,
state_change_task,test_task214,Turn off all tablelamps,fixed,0,,example_task81,Turn off all candles,0.4964370131492615,6,225,0,1,
state_change_task,test_task214,Turn off all tablelamps,none,0,,,,,0,0,,,
state_change_task,test_task215,Turn off all tablelamps,semantic,0,,example_task76,Turn on all tablelamps,0.9095948934555054,6,242,1,0,
state_change_task,test_task215,Turn off all tablelamps,random,0,14100147895857169889,example_task4,Turn on all faucets,0.356049120426178,4,157,0,0,
state_change_task,test_task215,Turn off all tablelamps,random,1,4245299698799990625,example_task21,Turn off all cellphones,0.45363759994506836,8,315,0,1,
state_change_task,test_task215,Turn off all tablelamps,random,2,6308568399515779989,example_task76,Turn on all tablelamps,0.9095948934555054,6,242,1,0,
state_change_task,test_task215,Turn off all tablelamps,fixed,0,,example_task81,Turn off all candles,0.4964370131492615,6,225,0,1,
state_change_task,test_task215,Turn off all tablelamps,none,0,,,,,0,0,,,
state_change_task,test_task216,Turn off all tablelamps,semantic,0,,example_task76,Turn on all tablelamps,0.9095948934555054,6,242,1,0,
state_change_task,test_task216,Turn off all tablelamps,random,0,8813331254686016419,example_task13,Turn off all faucets,0.45084327459335327,4,160,0,1,
state_change_task,test_task216,Turn off all tablelamps,random,1,1379094492270241984,example_task76,Turn on all tablelamps,0.9095948934555054,6,242,1,0,
state_change_task,test_task216,Turn off all tablelamps,random,2,3909714861506054011,example_task76,Turn on all tablelamps,0.9095948934555054,6,242,1,0,
state_change_task,test_task216,Turn off all tablelamps,fixed,0,,example_task81,Turn off all candles,0.4964370131492615,6,225,0,1,
state_change_task,test_task216,Turn off all tablelamps,none,0,,,,,0,0,,,
state_change_task,test_task217,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task217,Turn off all lightswitches,random,0,10014699710635350099,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task217,Turn off all lightswitches,random,1,2936031224036184042,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task217,Turn off all lightswitches,random,2,15369835384632096810,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task217,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task217,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task218,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task218,Turn off all lightswitches,random,0,18232829356578429489,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task218,Turn off all lightswitches,random,1,13624755235385996992,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task218,Turn off all lightswitches,random,2,8968624050462987852,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task218,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task218,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task219,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task219,Turn off all lightswitches,random,0,8089917470921846762,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task219,Turn off all lightswitches,random,1,14257553765383318657,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task219,Turn off all lightswitches,random,2,9469162133715939112,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task219,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task219,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task220,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task220,Turn off all lightswitches,random,0,10849318714288063714,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task220,Turn off all lightswitches,random,1,12255232150639780780,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task220,Turn off all lightswitches,random,2,8198321402635201210,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task220,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task220,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task221,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task221,Turn off all lightswitches,random,0,554903183143026563,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task221,Turn off all lightswitches,random,1,16351098580905361992,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task221,Turn off all lightswitches,random,2,2995830992123384308,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task221,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task221,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task222,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task222,Turn off all lightswitches,random,0,3664630248499909869,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task222,Turn off all lightswitches,random,1,10567214572111085688,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task222,Turn off all lightswitches,random,2,12541502730804282631,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task222,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task222,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task223,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task223,Turn off all lightswitches,random,0,18404678141376089647,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task223,Turn off all lightswitches,random,1,6389220841299392387,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task223,Turn off all lightswitches,random,2,7550582271898134555,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task223,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task223,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task224,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task224,Turn off all lightswitches,random,0,61029391194172196,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task224,Turn off all lightswitches,random,1,9136852774925716819,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task224,Turn off all lightswitches,random,2,13570310163541688178,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task224,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task224,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task225,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task225,Turn off all lightswitches,random,0,10974264616186436527,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task225,Turn off all lightswitches,random,1,17311158983622185412,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task225,Turn off all lightswitches,random,2,11190215528697877751,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task225,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task225,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task226,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task226,Turn off all lightswitches,random,0,7288201620386727817,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task226,Turn off all lightswitches,random,1,7117837008720035843,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task226,Turn off all lightswitches,random,2,10392380547949709183,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task226,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task226,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task227,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task227,Turn off all lightswitches,random,0,1688307625118443889,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task227,Turn off all lightswitches,random,1,14795818522327605901,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task227,Turn off all lightswitches,random,2,16981982037597942982,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task227,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task227,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task228,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task228,Turn off all lightswitches,random,0,5389691550183904743,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task228,Turn off all lightswitches,random,1,423622529618635451,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task228,Turn off all lightswitches,random,2,15591283571664878064,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task228,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task228,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task229,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task229,Turn off all lightswitches,random,0,10703792883024149613,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task229,Turn off all lightswitches,random,1,13876353007877147370,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task229,Turn off all lightswitches,random,2,12711948044624928107,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task229,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task229,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task230,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task230,Turn off all lightswitches,random,0,17781063268899828606,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task230,Turn off all lightswitches,random,1,11926407942293314439,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task230,Turn off all lightswitches,random,2,18400841983919469955,example_task21,Turn off all cellphones,0.46563106775283813,8,315,0,1,
state_change_task,test_task230,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task230,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task231,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task231,Turn off all lightswitches,random,0,17596365176046904664,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task231,Turn off all lightswitches,random,1,4426603793700441169,example_task76,Turn on all tablelamps,0.5638211965560913,6,242,0,0,
state_change_task,test_task231,Turn off all lightswitches,random,2,11313232999863343784,example_task12,Turn on all computers,0.4601632356643677,4,169,0,0,
state_change_task,test_task231,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task231,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task232,Turn off all lightswitches,semantic,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task232,Turn off all lightswitches,random,0,7094373879460184900,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task232,Turn off all lightswitches,random,1,15776676586427924593,example_task13,Turn off all faucets,0.46797624230384827,4,160,0,1,
state_change_task,test_task232,Turn off all lightswitches,random,2,1679255932307329302,example_task4,Turn on all faucets,0.4170824885368347,4,157,0,0,
state_change_task,test_task232,Turn off all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5849753618240356,6,225,0,1,
state_change_task,test_task232,Turn off all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task233,Turn off all tvs,semantic,0,,example_task21,Turn off all cellphones,0.4994624853134155,8,315,0,1,
state_change_task,test_task233,Turn off all tvs,random,0,4114089546943923714,example_task13,Turn off all faucets,0.48129743337631226,4,160,0,1,
state_change_task,test_task233,Turn off all tvs,random,1,15957351625729933514,example_task76,Turn on all tablelamps,0.3822532892227173,6,242,0,0,
state_change_task,test_task233,Turn off all tvs,random,2,13529931185882603143,example_task13,Turn off all faucets,0.48129743337631226,4,160,0,1,
state_change_task,test_task233,Turn off all tvs,fixed,0,,example_task81,Turn off all candles,0.45816347002983093,6,225,0,1,
state_change_task,test_task233,Turn off all tvs,none,0,,,,,0,0,,,
state_change_task,test_task234,Turn off all tvs,semantic,0,,example_task21,Turn off all cellphones,0.4994624853134155,8,315,0,1,
state_change_task,test_task234,Turn off all tvs,random,0,4810673174509635775,example_task81,Turn off all candles,0.45816347002983093,6,225,0,1,
state_change_task,test_task234,Turn off all tvs,random,1,15158734094464299304,example_task76,Turn on all tablelamps,0.3822532892227173,6,242,0,0,
state_change_task,test_task234,Turn off all tvs,random,2,257931846507146817,example_task21,Turn off all cellphones,0.4994624853134155,8,315,0,1,
state_change_task,test_task234,Turn off all tvs,fixed,0,,example_task81,Turn off all candles,0.45816347002983093,6,225,0,1,
state_change_task,test_task234,Turn off all tvs,none,0,,,,,0,0,,,
state_change_task,test_task235,Turn off all tvs,semantic,0,,example_task21,Turn off all cellphones,0.4994624853134155,8,315,0,1,
state_change_task,test_task235,Turn off all tvs,random,0,12055999233325953152,example_task21,Turn off all cellphones,0.4994624853134155,8,315,0,1,
state_change_task,test_task235,Turn off all tvs,random,1,12748344061410835056,example_task76,Turn on all tablelamps,0.3822532892227173,6,242,0,0,
state_change_task,test_task235,Turn off all tvs,random,2,15719120027576419494,example_task12,Turn on all computers,0.49108827114105225,4,169,0,0,
state_change_task,test_task235,Turn off all tvs,fixed,0,,example_task81,Turn off all candles,0.45816347002983093,6,225,0,1,
state_change_task,test_task235,Turn off all tvs,none,0,,,,,0,0,,,
state_change_task,test_task236,Turn off all tvs,semantic,0,,example_task21,Turn off all cellphones,0.4994624853134155,8,315,0,1,
state_change_task,test_task236,Turn off all tvs,random,0,6918928937716258267,example_task12,Turn on all computers,0.49108827114105225,4,169,0,0,
state_change_task,test_task236,Turn off all tvs,random,1,11348757463936509840,example_task81,Turn off all candles,0.45816347002983093,6,225,0,1,
state_change_task,test_task236,Turn off all tvs,random,2,14314812614016709531,example_task12,Turn on all computers,0.49108827114105225,4,169,0,0,
state_change_task,test_task236,Turn off all tvs,fixed,0,,example_task81,Turn off all candles,0.45816347002983093,6,225,0,1,
state_change_task,test_task236,Turn off all tvs,none,0,,,,,0,0,,,
state_change_task,test_task237,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task237,Turn on all lightswitches,random,0,16415205223116784234,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task237,Turn on all lightswitches,random,1,4221826910021593009,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task237,Turn on all lightswitches,random,2,10518688904154348763,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task237,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task237,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task238,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task238,Turn on all lightswitches,random,0,15190598668506638465,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task238,Turn on all lightswitches,random,1,5622855482068428667,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task238,Turn on all lightswitches,random,2,68157936576977172,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task238,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task238,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task239,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task239,Turn on all lightswitches,random,0,15254128416647182877,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task239,Turn on all lightswitches,random,1,14914889110805941013,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task239,Turn on all lightswitches,random,2,4796768920182831949,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task239,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task239,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task240,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task240,Turn on all lightswitches,random,0,5386614720529826945,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task240,Turn on all lightswitches,random,1,6895149994379278662,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task240,Turn on all lightswitches,random,2,10927486976871714107,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task240,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task240,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task241,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task241,Turn on all lightswitches,random,0,4563822253105499040,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task241,Turn on all lightswitches,random,1,2711059646384298388,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task241,Turn on all lightswitches,random,2,2381396169649115746,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task241,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task241,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task242,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task242,Turn on all lightswitches,random,0,13529240988287020754,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task242,Turn on all lightswitches,random,1,2605965270409209468,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task242,Turn on all lightswitches,random,2,3944673316365034293,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task242,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task242,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task243,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task243,Turn on all lightswitches,random,0,14019709235750382108,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task243,Turn on all lightswitches,random,1,18308339432983515271,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task243,Turn on all lightswitches,random,2,6585813511610743529,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task243,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task243,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task244,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task244,Turn on all lightswitches,random,0,6144336622940052777,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task244,Turn on all lightswitches,random,1,17145076510092486539,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task244,Turn on all lightswitches,random,2,5126479136487124559,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task244,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task244,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task245,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task245,Turn on all lightswitches,random,0,12894420392947463489,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task245,Turn on all lightswitches,random,1,2043668970054611233,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task245,Turn on all lightswitches,random,2,2905737959367389950,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task245,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task245,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task246,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task246,Turn on all lightswitches,random,0,10793523351337961807,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task246,Turn on all lightswitches,random,1,18187017883027682258,example_task13,Turn off all faucets,0.38628941774368286,4,160,0,0,
state_change_task,test_task246,Turn on all lightswitches,random,2,261314854009143889,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task246,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task246,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task247,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task247,Turn on all lightswitches,random,0,14525049589916639201,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task247,Turn on all lightswitches,random,1,5401407020979356705,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task247,Turn on all lightswitches,random,2,16097532211756123959,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task247,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task247,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task248,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task248,Turn on all lightswitches,random,0,7016017082278548956,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task248,Turn on all lightswitches,random,1,6938799530440998802,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task248,Turn on all lightswitches,random,2,13332885650141854549,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task248,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task248,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task249,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task249,Turn on all lightswitches,random,0,9340006618014068309,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task249,Turn on all lightswitches,random,1,2569181826883983409,example_task12,Turn on all computers,0.5445488691329956,4,169,0,1,
state_change_task,test_task249,Turn on all lightswitches,random,2,4587199996527183345,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
state_change_task,test_task249,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task249,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task250,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task250,Turn on all lightswitches,random,0,1555567396512171128,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task250,Turn on all lightswitches,random,1,137281984652198771,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task250,Turn on all lightswitches,random,2,17142646259799374308,example_task4,Turn on all faucets,0.4804110527038574,4,157,0,1,
state_change_task,test_task250,Turn on all lightswitches,fixed,0,,example_task81,Turn off all candles,0.5193465948104858,6,225,0,0,
state_change_task,test_task250,Turn on all lightswitches,none,0,,,,,0,0,,,
state_change_task,test_task251,Turn on all lightswitches,semantic,0,,example_task76,Turn on all tablelamps,0.6107883453369141,6,242,0,1,
state_change_task,test_task251,Turn on all lightswitches,random,0,7072353233049313022,example_task21,Turn off all cellphones,0.3894766569137573,8,315,0,0,
