task_type,test_task_name,selected_example_name,selected_example_id,cosine,runner_up_name,runner_up_cosine,top2_margin,exact_tie_n,near_tie_1e6_n,example_length,example_scene,example_initial_room,example_initial_states,example_actions,same_object,same_operation,same_destination,historical_selection_verified,task_id,test_scene,test_initial_room,test_initial_states,test_reference_length,test_reference_actions
state_change_task,Turn off all lightswitches,Turn off all candles,example_task81,0.5849753618240356,Turn on all tablelamps,0.5638211965560913,0.021154165267944336,1,1,6,3,kitchen,"[{""id"": 124, ""states"": [""ON""]}, {""id"": 216, ""states"": [""ON""]}, {""id"": 314, ""states"": [""ON""]}]","[""[WALK] <candle> (124)"", ""[SWITCHOFF] <candle> (124)"", ""[WALK] <candle> (216)"", ""[SWITCHOFF] <candle> (216)"", ""[WALK] <candle> (314)"", ""[SWITCHOFF] <candle> (314)""]",False,True,True,False,test_task192,4,livingroom,"[{""id"": 169, ""states"": [""OFF""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""OFF""]}]",0,[]
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task193,5,livingroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",0,[]
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task194,5,bathroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",2,"[""[WALK] <lightswitch> (366)"", ""[SWITCHON] <lightswitch> (366)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task195,5,kitchen,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",2,"[""[WALK] <lightswitch> (249)"", ""[SWITCHON] <lightswitch> (249)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task196,5,livingroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",4,"[""[WALK] <lightswitch> (249)"", ""[SWITCHON] <lightswitch> (249)"", ""[WALK] <lightswitch> (366)"", ""[SWITCHON] <lightswitch> (366)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task197,5,livingroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",2,"[""[WALK] <lightswitch> (201)"", ""[SWITCHON] <lightswitch> (201)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task198,5,livingroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",4,"[""[WALK] <lightswitch> (201)"", ""[SWITCHON] <lightswitch> (201)"", ""[WALK] <lightswitch> (366)"", ""[SWITCHON] <lightswitch> (366)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task199,5,bedroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",4,"[""[WALK] <lightswitch> (201)"", ""[SWITCHON] <lightswitch> (201)"", ""[WALK] <lightswitch> (249)"", ""[SWITCHON] <lightswitch> (249)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task200,5,bathroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",6,"[""[WALK] <lightswitch> (201)"", ""[SWITCHON] <lightswitch> (201)"", ""[WALK] <lightswitch> (249)"", ""[SWITCHON] <lightswitch> (249)"", ""[WALK] <lightswitch> (366)"", ""[SWITCHON] <lightswitch> (366)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task201,5,bedroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",2,"[""[WALK] <lightswitch> (103)"", ""[SWITCHON] <lightswitch> (103)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task202,5,bathroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",4,"[""[WALK] <lightswitch> (103)"", ""[SWITCHON] <lightswitch> (103)"", ""[WALK] <lightswitch> (366)"", ""[SWITCHON] <lightswitch> (366)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task203,5,kitchen,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",4,"[""[WALK] <lightswitch> (103)"", ""[SWITCHON] <lightswitch> (103)"", ""[WALK] <lightswitch> (249)"", ""[SWITCHON] <lightswitch> (249)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task204,5,bedroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",6,"[""[WALK] <lightswitch> (103)"", ""[SWITCHON] <lightswitch> (103)"", ""[WALK] <lightswitch> (249)"", ""[SWITCHON] <lightswitch> (249)"", ""[WALK] <lightswitch> (366)"", ""[SWITCHON] <lightswitch> (366)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task205,5,livingroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",4,"[""[WALK] <lightswitch> (103)"", ""[SWITCHON] <lightswitch> (103)"", ""[WALK] <lightswitch> (201)"", ""[SWITCHON] <lightswitch> (201)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task206,5,kitchen,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",6,"[""[WALK] <lightswitch> (103)"", ""[SWITCHON] <lightswitch> (103)"", ""[WALK] <lightswitch> (201)"", ""[SWITCHON] <lightswitch> (201)"", ""[WALK] <lightswitch> (366)"", ""[SWITCHON] <lightswitch> (366)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task207,5,kitchen,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",6,"[""[WALK] <lightswitch> (103)"", ""[SWITCHON] <lightswitch> (103)"", ""[WALK] <lightswitch> (201)"", ""[SWITCHON] <lightswitch> (201)"", ""[WALK] <lightswitch> (249)"", ""[SWITCHON] <lightswitch> (249)""]"
state_change_task,Turn on all lightswitches,Turn on all tablelamps,example_task76,0.6107883453369141,Turn on all computers,0.5445488691329956,0.06623947620391846,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",False,True,True,False,test_task208,5,bedroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",8,"[""[WALK] <lightswitch> (103)"", ""[SWITCHON] <lightswitch> (103)"", ""[WALK] <lightswitch> (201)"", ""[SWITCHON] <lightswitch> (201)"", ""[WALK] <lightswitch> (249)"", ""[SWITCHON] <lightswitch> (249)"", ""[WALK] <lightswitch> (366)"", ""[SWITCHON] <lightswitch> (366)""]"
state_change_task,Turn on all tvs,Turn on all computers,example_task12,0.6019070744514465,Turn on all faucets,0.48697182536125183,0.1149352490901947,1,1,4,1,livingroom,"[{""id"": 174, ""states"": [""OFF""]}, {""id"": 433, ""states"": [""OFF""]}]","[""[WALK] <computer> (174)"", ""[SWITCHON] <computer> (174)"", ""[WALK] <computer> (433)"", ""[SWITCHON] <computer> (433)""]",False,True,True,False,test_task209,5,bedroom,"[{""id"": 108, ""states"": [""ON""]}, {""id"": 200, ""states"": [""ON""]}]",0,[]
state_change_task,Turn on all tvs,Turn on all computers,example_task12,0.6019070744514465,Turn on all faucets,0.48697182536125183,0.1149352490901947,1,1,4,1,livingroom,"[{""id"": 174, ""states"": [""OFF""]}, {""id"": 433, ""states"": [""OFF""]}]","[""[WALK] <computer> (174)"", ""[SWITCHON] <computer> (174)"", ""[WALK] <computer> (433)"", ""[SWITCHON] <computer> (433)""]",False,True,True,False,test_task210,5,livingroom,"[{""id"": 108, ""states"": [""ON""]}, {""id"": 200, ""states"": [""OFF""]}]",2,"[""[WALK] <tv> (200)"", ""[SWITCHON] <tv> (200)""]"
state_change_task,Turn on all tvs,Turn on all computers,example_task12,0.6019070744514465,Turn on all faucets,0.48697182536125183,0.1149352490901947,1,1,4,1,livingroom,"[{""id"": 174, ""states"": [""OFF""]}, {""id"": 433, ""states"": [""OFF""]}]","[""[WALK] <computer> (174)"", ""[SWITCHON] <computer> (174)"", ""[WALK] <computer> (433)"", ""[SWITCHON] <computer> (433)""]",False,True,True,False,test_task211,5,bathroom,"[{""id"": 108, ""states"": [""OFF""]}, {""id"": 200, ""states"": [""ON""]}]",2,"[""[WALK] <tv> (108)"", ""[SWITCHON] <tv> (108)""]"
state_change_task,Turn on all tvs,Turn on all computers,example_task12,0.6019070744514465,Turn on all faucets,0.48697182536125183,0.1149352490901947,1,1,4,1,livingroom,"[{""id"": 174, ""states"": [""OFF""]}, {""id"": 433, ""states"": [""OFF""]}]","[""[WALK] <computer> (174)"", ""[SWITCHON] <computer> (174)"", ""[WALK] <computer> (433)"", ""[SWITCHON] <computer> (433)""]",False,True,True,False,test_task212,5,bathroom,"[{""id"": 108, ""states"": [""OFF""]}, {""id"": 200, ""states"": [""OFF""]}]",4,"[""[WALK] <tv> (108)"", ""[SWITCHON] <tv> (108)"", ""[WALK] <tv> (200)"", ""[SWITCHON] <tv> (200)""]"
state_change_task,Turn off all tablelamps,Turn on all tablelamps,example_task76,0.9095948934555054,Turn off all candles,0.4964370131492615,0.4131578803062439,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",True,False,True,False,test_task213,5,kitchen,"[{""id"": 78, ""states"": [""ON""]}, {""id"": 229, ""states"": [""ON""]}]",4,"[""[WALK] <tablelamp> (78)"", ""[SWITCHOFF] <tablelamp> (78)"", ""[WALK] <tablelamp> (229)"", ""[SWITCHOFF] <tablelamp> (229)""]"
state_change_task,Turn off all tablelamps,Turn on all tablelamps,example_task76,0.9095948934555054,Turn off all candles,0.4964370131492615,0.4131578803062439,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",True,False,True,False,test_task214,5,kitchen,"[{""id"": 78, ""states"": [""ON""]}, {""id"": 229, ""states"": [""OFF""]}]",2,"[""[WALK] <tablelamp> (78)"", ""[SWITCHOFF] <tablelamp> (78)""]"
state_change_task,Turn off all tablelamps,Turn on all tablelamps,example_task76,0.9095948934555054,Turn off all candles,0.4964370131492615,0.4131578803062439,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",True,False,True,False,test_task215,5,kitchen,"[{""id"": 78, ""states"": [""OFF""]}, {""id"": 229, ""states"": [""ON""]}]",2,"[""[WALK] <tablelamp> (229)"", ""[SWITCHOFF] <tablelamp> (229)""]"
state_change_task,Turn off all tablelamps,Turn on all tablelamps,example_task76,0.9095948934555054,Turn off all candles,0.4964370131492615,0.4131578803062439,1,1,6,3,kitchen,"[{""id"": 256, ""states"": [""OFF""]}, {""id"": 376, ""states"": [""OFF""]}, {""id"": 377, ""states"": [""OFF""]}]","[""[WALK] <tablelamp> (256)"", ""[SWITCHON] <tablelamp> (256)"", ""[WALK] <tablelamp> (376)"", ""[SWITCHON] <tablelamp> (376)"", ""[WALK] <tablelamp> (377)"", ""[SWITCHON] <tablelamp> (377)""]",True,False,True,False,test_task216,5,kitchen,"[{""id"": 78, ""states"": [""OFF""]}, {""id"": 229, ""states"": [""OFF""]}]",0,[]
state_change_task,Turn off all lightswitches,Turn off all candles,example_task81,0.5849753618240356,Turn on all tablelamps,0.5638211965560913,0.021154165267944336,1,1,6,3,kitchen,"[{""id"": 124, ""states"": [""ON""]}, {""id"": 216, ""states"": [""ON""]}, {""id"": 314, ""states"": [""ON""]}]","[""[WALK] <candle> (124)"", ""[SWITCHOFF] <candle> (124)"", ""[WALK] <candle> (216)"", ""[SWITCHOFF] <candle> (216)"", ""[WALK] <candle> (314)"", ""[SWITCHOFF] <candle> (314)""]",False,True,True,False,test_task217,5,bedroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",8,"[""[WALK] <lightswitch> (103)"", ""[SWITCHOFF] <lightswitch> (103)"", ""[WALK] <lightswitch> (201)"", ""[SWITCHOFF] <lightswitch> (201)"", ""[WALK] <lightswitch> (249)"", ""[SWITCHOFF] <lightswitch> (249)"", ""[WALK] <lightswitch> (366)"", ""[SWITCHOFF] <lightswitch> (366)""]"
state_change_task,Turn off all lightswitches,Turn off all candles,example_task81,0.5849753618240356,Turn on all tablelamps,0.5638211965560913,0.021154165267944336,1,1,6,3,kitchen,"[{""id"": 124, ""states"": [""ON""]}, {""id"": 216, ""states"": [""ON""]}, {""id"": 314, ""states"": [""ON""]}]","[""[WALK] <candle> (124)"", ""[SWITCHOFF] <candle> (124)"", ""[WALK] <candle> (216)"", ""[SWITCHOFF] <candle> (216)"", ""[WALK] <candle> (314)"", ""[SWITCHOFF] <candle> (314)""]",False,True,True,False,test_task218,5,kitchen,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",6,"[""[WALK] <lightswitch> (103)"", ""[SWITCHOFF] <lightswitch> (103)"", ""[WALK] <lightswitch> (201)"", ""[SWITCHOFF] <lightswitch> (201)"", ""[WALK] <lightswitch> (249)"", ""[SWITCHOFF] <lightswitch> (249)""]"
state_change_task,Turn off all lightswitches,Turn off all candles,example_task81,0.5849753618240356,Turn on all tablelamps,0.5638211965560913,0.021154165267944336,1,1,6,3,kitchen,"[{""id"": 124, ""states"": [""ON""]}, {""id"": 216, ""states"": [""ON""]}, {""id"": 314, ""states"": [""ON""]}]","[""[WALK] <candle> (124)"", ""[SWITCHOFF] <candle> (124)"", ""[WALK] <candle> (216)"", ""[SWITCHOFF] <candle> (216)"", ""[WALK] <candle> (314)"", ""[SWITCHOFF] <candle> (314)""]",False,True,True,False,test_task219,5,kitchen,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",6,"[""[WALK] <lightswitch> (103)"", ""[SWITCHOFF] <lightswitch> (103)"", ""[WALK] <lightswitch> (201)"", ""[SWITCHOFF] <lightswitch> (201)"", ""[WALK] <lightswitch> (366)"", ""[SWITCHOFF] <lightswitch> (366)""]"
state_change_task,Turn off all lightswitches,Turn off all candles,example_task81,0.5849753618240356,Turn on all tablelamps,0.5638211965560913,0.021154165267944336,1,1,6,3,kitchen,"[{""id"": 124, ""states"": [""ON""]}, {""id"": 216, ""states"": [""ON""]}, {""id"": 314, ""states"": [""ON""]}]","[""[WALK] <candle> (124)"", ""[SWITCHOFF] <candle> (124)"", ""[WALK] <candle> (216)"", ""[SWITCHOFF] <candle> (216)"", ""[WALK] <candle> (314)"", ""[SWITCHOFF] <candle> (314)""]",False,True,True,False,test_task220,5,bathroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",4,"[""[WALK] <lightswitch> (103)"", ""[SWITCHOFF] <lightswitch> (103)"", ""[WALK] <lightswitch> (201)"", ""[SWITCHOFF] <lightswitch> (201)""]"
state_change_task,Turn off all lightswitches,Turn off all candles,example_task81,0.5849753618240356,Turn on all tablelamps,0.5638211965560913,0.021154165267944336,1,1,6,3,kitchen,"[{""id"": 124, ""states"": [""ON""]}, {""id"": 216, ""states"": [""ON""]}, {""id"": 314, ""states"": [""ON""]}]","[""[WALK] <candle> (124)"", ""[SWITCHOFF] <candle> (124)"", ""[WALK] <candle> (216)"", ""[SWITCHOFF] <candle> (216)"", ""[WALK] <candle> (314)"", ""[SWITCHOFF] <candle> (314)""]",False,True,True,False,test_task221,5,bathroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",6,"[""[WALK] <lightswitch> (103)"", ""[SWITCHOFF] <lightswitch> (103)"", ""[WALK] <lightswitch> (249)"", ""[SWITCHOFF] <lightswitch> (249)"", ""[WALK] <lightswitch> (366)"", ""[SWITCHOFF] <lightswitch> (366)""]"
state_change_task,Turn off all lightswitches,Turn off all candles,example_task81,0.5849753618240356,Turn on all tablelamps,0.5638211965560913,0.021154165267944336,1,1,6,3,kitchen,"[{""id"": 124, ""states"": [""ON""]}, {""id"": 216, ""states"": [""ON""]}, {""id"": 314, ""states"": [""ON""]}]","[""[WALK] <candle> (124)"", ""[SWITCHOFF] <candle> (124)"", ""[WALK] <candle> (216)"", ""[SWITCHOFF] <candle> (216)"", ""[WALK] <candle> (314)"", ""[SWITCHOFF] <candle> (314)""]",False,True,True,False,test_task222,5,livingroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",4,"[""[WALK] <lightswitch> (103)"", ""[SWITCHOFF] <lightswitch> (103)"", ""[WALK] <lightswitch> (249)"", ""[SWITCHOFF] <lightswitch> (249)""]"
