task_type,split,template,object,operation,destination,scene,initial_room,initial_states_json,n,task_ids,reference_n,reference_mean,reference_median,reference_q1,reference_q3,reference_min,reference_max,reference_sd_sample,reference_iqr
state_change_task,test,Turn {state} all {object},lightswitches,on,,2,livingroom,"[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""OFF""]}, {""id"": 302, ""states"": [""OFF""]}]",1,"[""test_task52""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bathroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task119""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task104""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task102""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bathroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task95""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task120""]",1,10,10.0,10.0,10.0,10,10,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task118""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task116""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task112""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task111""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task110""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task108""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task107""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bedroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task105""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,bedroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task90""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,kitchen,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task114""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,kitchen,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task109""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,kitchen,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task106""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task103""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task101""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task100""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task97""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task94""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task93""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,kitchen,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task92""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,livingroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task117""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,livingroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task115""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,livingroom,"[{""id"": 58, ""states"": [""OFF""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task113""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task99""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""OFF""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task98""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""OFF""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""OFF""]}]",1,"[""test_task96""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""OFF""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task91""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,3,livingroom,"[{""id"": 58, ""states"": [""ON""]}, {""id"": 239, ""states"": [""ON""]}, {""id"": 278, ""states"": [""ON""]}, {""id"": 344, ""states"": [""ON""]}, {""id"": 402, ""states"": [""ON""]}]",1,"[""test_task89""]",1,0,0.0,0.0,0.0,0,0,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,bathroom,"[{""id"": 169, ""states"": [""OFF""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""ON""]}]",1,"[""test_task175""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,bathroom,"[{""id"": 169, ""states"": [""OFF""]}, {""id"": 209, ""states"": [""ON""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task172""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,bathroom,"[{""id"": 169, ""states"": [""OFF""]}, {""id"": 209, ""states"": [""ON""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task170""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,bathroom,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""ON""]}]",1,"[""test_task167""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,bathroom,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""ON""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task162""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,bedroom,"[{""id"": 169, ""states"": [""OFF""]}, {""id"": 209, ""states"": [""ON""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""ON""]}]",1,"[""test_task171""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,bedroom,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task168""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,bedroom,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""ON""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task164""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,bedroom,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""ON""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""ON""]}]",1,"[""test_task161""]",1,0,0.0,0.0,0.0,0,0,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,kitchen,"[{""id"": 169, ""states"": [""OFF""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task176""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,kitchen,"[{""id"": 169, ""states"": [""OFF""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""ON""]}]",1,"[""test_task173""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,kitchen,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task166""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,kitchen,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""ON""]}]",1,"[""test_task165""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,livingroom,"[{""id"": 169, ""states"": [""OFF""]}, {""id"": 209, ""states"": [""OFF""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""OFF""]}]",1,"[""test_task174""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,livingroom,"[{""id"": 169, ""states"": [""OFF""]}, {""id"": 209, ""states"": [""ON""]}, {""id"": 218, ""states"": [""ON""]}, {""id"": 300, ""states"": [""ON""]}]",1,"[""test_task169""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,4,livingroom,"[{""id"": 169, ""states"": [""ON""]}, {""id"": 209, ""states"": [""ON""]}, {""id"": 218, ""states"": [""OFF""]}, {""id"": 300, ""states"": [""ON""]}]",1,"[""test_task163""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,bathroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task202""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,bathroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task200""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,bathroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task194""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,bedroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task208""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,bedroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task204""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,bedroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task201""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,bedroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task199""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,kitchen,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task207""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,kitchen,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task206""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,kitchen,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task203""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,kitchen,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task195""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,livingroom,"[{""id"": 103, ""states"": [""OFF""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task205""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,livingroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task198""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,livingroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""OFF""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task197""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,livingroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""OFF""]}, {""id"": 366, ""states"": [""OFF""]}]",1,"[""test_task196""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,5,livingroom,"[{""id"": 103, ""states"": [""ON""]}, {""id"": 201, ""states"": [""ON""]}, {""id"": 249, ""states"": [""ON""]}, {""id"": 366, ""states"": [""ON""]}]",1,"[""test_task193""]",1,0,0.0,0.0,0.0,0,0,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,bathroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task251""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,bathroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task247""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,bathroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task245""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,bathroom,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task243""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,bedroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task252""]",1,8,8.0,8.0,8.0,8,8,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,bedroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task250""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,bedroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task249""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,bedroom,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task239""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,kitchen,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task244""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,kitchen,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task241""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,kitchen,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task240""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,kitchen,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""ON""]}]",1,"[""test_task237""]",1,0,0.0,0.0,0.0,0,0,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,livingroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""OFF""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task248""]",1,6,6.0,6.0,6.0,6,6,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,livingroom,"[{""id"": 67, ""states"": [""OFF""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task246""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,livingroom,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""OFF""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task242""]",1,4,4.0,4.0,4.0,4,4,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,6,livingroom,"[{""id"": 67, ""states"": [""ON""]}, {""id"": 110, ""states"": [""ON""]}, {""id"": 205, ""states"": [""ON""]}, {""id"": 315, ""states"": [""OFF""]}]",1,"[""test_task238""]",1,2,2.0,2.0,2.0,2,2,,0.0
state_change_task,test,Turn {state} all {object},lightswitches,on,,7,bathroom,"[{""id"": 54, ""states"": [""ON""]}, {""id"": 85, ""states"": [""OFF""]}, {""id"": 277, ""states"": [""ON""]}, {""id"": 332, ""states"": [""OFF""]}]",1,"[""test_task282""]",1,4,4.0,4.0,4.0,4,4,,0.0
