task_type,method,prompt,model_claimed,precheck,dimension,value,n,success_n,SR,mean_executed
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,juices,2,2,1,8
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,crackers,5,1,0.2,6
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,object,alcohols,3,2,0.6666666666666666,7.666666666666667
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,destination,kitchencounter,7,1,0.14285714285714285,4.714285714285714
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,destination,kitchentable,12,6,0.5,6.916666666666667
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,destination,microwave,48,21,0.4375,7.020833333333333
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,destination,fridge,26,16,0.6153846153846154,8.653846153846153
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,destination,coffeetable,4,1,0.25,9.5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,destination,oventray,1,0,0,2
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,destination,fryingpan,1,0,0,5
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,destination,desk,3,2,0.6666666666666666,6.333333333333333
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,destination,cuttingboard,1,1,1,8
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,goal_count,2,83,45,0.5421686746987951,6.783132530120482
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,goal_count,3,13,2,0.15384615384615385,8.692307692307692
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,goal_count,6,4,1,0.25,13.25
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,goal_count,4,3,0,0,7
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,required_state_changes,,103,48,0.46601941747572817,7.281553398058253
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,reference_length,8,53,28,0.5283018867924528,6.509433962264151
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,reference_length,12,6,1,0.16666666666666666,9.666666666666666
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,reference_length,24,2,1,0.5,18
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,reference_length,0,2,0,0,0
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,reference_length,9,30,16,0.5333333333333333,7.3
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,reference_length,13,5,1,0.2,9.4
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,reference_length,25,1,0,0,17
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,reference_length,4,2,1,0.5,4
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,reference_length,16,1,0,0,8
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt,gpt-4o-mini,True,reference_length,17,1,0,0,12
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all cupcakes on the kitchencounter,1,0,0,4
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all bananas on the kitchencounter,1,0,0,10
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all bellpeppers on the kitchentable,1,0,0,19
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all bellpeppers on the kitchencounter,1,0,0,0
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all chips on the kitchentable,3,3,1,7.333333333333333
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all apples on the kitchencounter,1,1,1,8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all peaches on the kitchentable,4,3,0.75,11
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all peaches on the kitchencounter,1,1,1,8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all plums on the kitchencounter,1,1,1,8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all cupcakes in the microwave,10,10,1,10.3
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all bananas in the fridge,6,6,1,8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all bananas in the microwave,6,4,0.6666666666666666,9.166666666666666
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all bellpeppers in the fridge,2,2,1,14
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all peaches in the fridge,6,5,0.8333333333333334,9
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all peaches in the microwave,8,4,0.5,8.5
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all plums in the fridge,6,5,0.8333333333333334,7.833333333333333
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all plums in the microwave,8,6,0.75,7.75
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all creamybuns on the kitchentable,2,2,1,7.5
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all creamybuns in the fridge,2,1,0.5,6
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all creamybuns in the microwave,4,3,0.75,8.25
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all chips in the microwave,4,3,0.75,8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all milks on the coffeetable,1,0,0,2
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all bananas on the oventray,1,0,0,2
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all bananas on the coffeetable,1,0,0,2
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all cupcakes on the coffeetable,2,1,0.5,2
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all juices in the fridge,2,2,1,8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all milks in the microwave,4,3,0.75,6.25
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all crackers on the kitchentable,1,1,1,9
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all plums in the fryingpan,1,0,0,4
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all crackers in the fridge,2,2,1,7.5
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all crackers in the microwave,2,1,0.5,5
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all cupcakes on the desk,1,0,0,11
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all bananas on the desk,1,1,1,8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all milks on the kitchencounter,1,0,0,0
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all milks on the cuttingboard,1,1,1,9
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all milks on the desk,1,1,1,8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all alcohols on the kitchentable,1,1,1,8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,task_name,Put all alcohols in the microwave,2,2,1,9.5
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,scene,1,25,20,0.8,9.2
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,scene,2,17,13,0.7647058823529411,7.823529411764706
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,scene,3,14,8,0.5714285714285714,6.642857142857143
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,scene,4,18,12,0.6666666666666666,7.333333333333333
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,scene,5,8,6,0.75,8.75
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,scene,6,5,4,0.8,6.8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,scene,7,16,13,0.8125,8.75
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,cupcakes,14,11,0.7857142857142857,8.714285714285714
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,bananas,16,11,0.6875,7.8125
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,bellpeppers,4,2,0.5,11.75
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,chips,7,6,0.8571428571428571,7.714285714285714
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,apples,1,1,1,8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,peaches,19,13,0.6842105263157895,9.157894736842104
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,plums,16,12,0.75,7.5625
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,creamybuns,8,6,0.75,7.5
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,milks,8,5,0.625,5.5
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,juices,2,2,1,8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,crackers,5,4,0.8,6.8
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,object,alcohols,3,3,1,9
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,destination,kitchencounter,7,3,0.42857142857142855,5.428571428571429
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,destination,kitchentable,12,10,0.8333333333333334,9.75
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,destination,microwave,48,36,0.75,8.479166666666666
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,destination,fridge,26,23,0.8846153846153846,8.461538461538462
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,destination,coffeetable,4,1,0.25,2
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,destination,oventray,1,0,0,2
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,destination,fryingpan,1,0,0,4
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,destination,desk,3,2,0.6666666666666666,9
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,destination,cuttingboard,1,1,1,9
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,goal_count,2,83,64,0.7710843373493976,7.433734939759036
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,goal_count,3,13,8,0.6153846153846154,10.307692307692308
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,goal_count,6,4,2,0.5,11.75
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,goal_count,4,3,2,0.6666666666666666,11.333333333333334
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,required_state_changes,,103,76,0.7378640776699029,8.077669902912621
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,reference_length,8,53,40,0.7547169811320755,7.245283018867925
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,reference_length,12,6,4,0.6666666666666666,10
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,reference_length,24,2,1,0.5,16
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,reference_length,0,2,0,0,0
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,reference_length,9,30,24,0.8,8.366666666666667
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,reference_length,13,5,3,0.6,10.6
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,reference_length,25,1,1,1,15
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,reference_length,4,2,1,0.5,2
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,reference_length,16,1,1,1,16
placement_task,single-prompt/gpt-4o/precheck,single-prompt,gpt-4o,True,reference_length,17,1,1,1,17
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all cupcakes on the kitchencounter,1,0,0,1
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all bananas on the kitchencounter,1,0,0,7
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all bellpeppers on the kitchentable,1,0,0,12
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all bellpeppers on the kitchencounter,1,1,1,0
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all chips on the kitchentable,3,3,1,6.666666666666667
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all apples on the kitchencounter,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all peaches on the kitchentable,4,2,0.5,6
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all peaches on the kitchencounter,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all plums on the kitchencounter,1,1,1,7
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all cupcakes in the microwave,10,4,0.4,6.4
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all bananas in the fridge,6,4,0.6666666666666666,7.166666666666667
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all bananas in the microwave,6,0,0,6
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all bellpeppers in the fridge,2,1,0.5,12.5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all peaches in the fridge,6,1,0.16666666666666666,6.833333333333333
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all peaches in the microwave,8,1,0.125,7.375
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all plums in the fridge,6,2,0.3333333333333333,6.166666666666667
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all plums in the microwave,8,5,0.625,7.5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all creamybuns on the kitchentable,2,1,0.5,5.5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all creamybuns in the fridge,2,1,0.5,6.5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all creamybuns in the microwave,4,0,0,2.75
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all chips in the microwave,4,2,0.5,6.5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all milks on the coffeetable,1,0,0,1
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all bananas on the oventray,1,0,0,2
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all bananas on the coffeetable,1,0,0,16
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all cupcakes on the coffeetable,2,1,0.5,1.5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all juices in the fridge,2,2,1,8.5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all milks in the microwave,4,3,0.75,7.75
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all crackers on the kitchentable,1,0,0,16
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all plums in the fryingpan,1,0,0,4
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all crackers in the fridge,2,0,0,4
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all crackers in the microwave,2,1,0.5,6.5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all cupcakes on the desk,1,0,0,1
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all bananas on the desk,1,0,0,3
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all milks on the kitchencounter,1,0,0,0
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all milks on the cuttingboard,1,1,1,7
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all milks on the desk,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all alcohols on the kitchentable,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,task_name,Put all alcohols in the microwave,2,1,0.5,6.5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,scene,1,25,12,0.48,7.32
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,scene,2,17,5,0.29411764705882354,5.705882352941177
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,scene,3,14,5,0.35714285714285715,6.214285714285714
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,scene,4,18,4,0.2222222222222222,6.722222222222222
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,scene,5,8,3,0.375,5.625
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,scene,6,5,4,0.8,6.4
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,scene,7,16,9,0.5625,6.1875
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,cupcakes,14,5,0.35714285714285715,4.928571428571429
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,bananas,16,4,0.25,6.6875
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,bellpeppers,4,2,0.5,9.25
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,chips,7,5,0.7142857142857143,6.571428571428571
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,apples,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,peaches,19,5,0.2631578947368421,6.947368421052632
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,plums,16,8,0.5,6.75
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,creamybuns,8,2,0.25,4.375
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,milks,8,5,0.625,5.875
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,juices,2,2,1,8.5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,crackers,5,1,0.2,7.4
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,object,alcohols,3,2,0.6666666666666666,7
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,destination,kitchencounter,7,4,0.5714285714285714,4.428571428571429
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,destination,kitchentable,12,7,0.5833333333333334,7.583333333333333
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,destination,microwave,48,17,0.3541666666666667,6.520833333333333
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,destination,fridge,26,11,0.4230769230769231,7.076923076923077
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,destination,coffeetable,4,1,0.25,5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,destination,oventray,1,0,0,2
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,destination,fryingpan,1,0,0,4
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,destination,desk,3,1,0.3333333333333333,4
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,destination,cuttingboard,1,1,1,7
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,goal_count,2,83,39,0.46987951807228917,6.240963855421687
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,goal_count,3,13,1,0.07692307692307693,7.384615384615385
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,goal_count,6,4,2,0.5,9.25
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,goal_count,4,3,0,0,4.333333333333333
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,required_state_changes,,103,42,0.4077669902912621,6.446601941747573
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,reference_length,8,53,25,0.4716981132075472,5.849056603773585
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,reference_length,12,6,0,0,7.333333333333333
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,reference_length,24,2,0,0,11
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,reference_length,0,2,1,0.5,0
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,reference_length,9,30,13,0.43333333333333335,7
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,reference_length,13,5,1,0.2,9.4
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,reference_length,25,1,1,1,15
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,reference_length,4,2,1,0.5,1.5
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,reference_length,16,1,0,0,8
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts,gpt-4o-mini,True,reference_length,17,1,0,0,5
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all cupcakes on the kitchencounter,1,0,0,4
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all bananas on the kitchencounter,1,1,1,17
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all bellpeppers on the kitchentable,1,0,0,41
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all bellpeppers on the kitchencounter,1,0,0,0
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all chips on the kitchentable,3,3,1,7.333333333333333
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all apples on the kitchencounter,1,1,1,8
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all peaches on the kitchentable,4,4,1,9.5
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all peaches on the kitchencounter,1,1,1,8
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all plums on the kitchencounter,1,0,0,3
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all cupcakes in the microwave,10,10,1,10.5
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all bananas in the fridge,6,6,1,8.166666666666666
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all bananas in the microwave,6,6,1,9.5
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all bellpeppers in the fridge,2,2,1,14
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all peaches in the fridge,6,6,1,9.333333333333334
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all peaches in the microwave,8,6,0.75,9.125
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all plums in the fridge,6,6,1,8.666666666666666
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all plums in the microwave,8,7,0.875,8.25
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all creamybuns on the kitchentable,2,2,1,8
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all creamybuns in the fridge,2,2,1,7.5
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all creamybuns in the microwave,4,4,1,8.75
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all chips in the microwave,4,3,0.75,7.25
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all milks on the coffeetable,1,0,0,2
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all bananas on the oventray,1,0,0,1
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all bananas on the coffeetable,1,0,0,1
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all cupcakes on the coffeetable,2,1,0.5,3
